equipnum,serialnum,apprtype,owner_name,region_name,substn_name,designation,norm_name,fluidtype,eqp_desc,mfr,year_mfg,model,kv_ratings,mva_ratings,ratedkv,ratedamps,oilpres,cooling,fluidvol,has_filtration,temp_rise,triphase,pct_impedance_hx,external_id,in_service,spare,surveillance,eqp_remarks
10049454,D-575064,LTC,,OLTC,VULTEE,T1,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1964,LRT 65 D3,69,40,69.000,,DESSICANT-BREATHING,,0,0,,1,,T-1 LTC,1,0,0,REACTOR IS IN THE MAIN TANK IN A BAFFLE. THE REACTOR SAMPLING VALVE IS AT THE BOTTOM OF THE TAPCHANGER CABINET.
10049454,D-575064,XFMR,,161/69,VULTEE,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1964,,69,40,69.000,,INERT GAS-PRESSURE,OA/FA/FA,8485,0,,1,,T-1,1,0,,
10049454,D-575064,OLTC REACTOR,,OLTC,VULTEE,T1,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,1964,LRT 65 D3,69-13.8,44.8,69.000,,INERT GAS-PRESSURE,,100,0,,1,,,1,0,,"The reactor is located in the main tank. The sampling valve is usually located at the bottom of the LTC cabinet. Do not sample this routinely, only for fault analysis location."
10049455,D-574904,LTC,,OLTC,VULTEE,T2,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1963,LRT 65 D3,69,40,69.000,,DESSICANT-BREATHING,,0,0,,1,,T-2 LTC,1,0,0,REACTOR IS IN THE MAIN TANK IN A BAFFLE. THE REACTOR SAMPLING VALVE IS AT THE BOTTOM OF THE TAPCHANGER CABINET.
10049455,D-574904,XFMR,,161/69,VULTEE,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1963,,69,40,69.000,,INERT GAS-PRESSURE,OA/FA/FA,8485,0,,1,,T-2,1,0,,
10049455,D-574904,OLTC REACTOR,,OLTC,VULTEE,T2,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,1964,LRT 65 D3,69-13.8,44.8,69.000,,INERT GAS-PRESSURE,,100,0,,1,,,1,0,,"The reactor is located in the main tank. The sampling valve is usually located at the bottom of the LTC cabinet. Do not sample this routinely, only for fault analysis location."
10049456,B-498681,SEL,,OLTC,WALTON LN,T2,LTC_SELECTOR_A,OIL,SubTranLTC,GE,1951,LRT 45,69,20,0.000,,SEALED,,0,0,,1,,T-2 LTC,1,0,0,Top Compartment.
10049456,B-498681,XFMR,,161/69,WALTON LN,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1951,,69,20,69.000,,INERT GAS-PRESSURE,OA/FA/FA,5860,0,,1,,T-2,1,0,1,
10049456,B-498681,DIV,,OLTC,WALTON LN,T2,LTC_DIVERTER_A,OIL,SubTranLTC,GE,1951,LRT 45,69,20,69.000,,SEALED,,0,0,,1,,T-2 LTC,1,0,0,Bottom Compartment.
10049457,5066507,DIV,,OLTC,WALTON LN,T3,LTC_DIVERTER_A,OIL,SubTranLTC,WEST,1951,UT,69,20,69.000,1200,FREE-BREATHING,,450,0,,1,,T-3 LTC,1,0,0,DIVERTER IS IN FRONT TANK AND THE SELECTOR SWITCH IS IN MAIN TANK.
10049457,5066507,XFMR,,161/69,WALTON LN,T3,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1951,SHELL FORM,69,20,69.000,,INERT GAS-PRESSURE,OA/FA,4280,0,,1,,T-3,1,0,1,The OLTC Selector switch is located in the main tank.
106798,C-00697-5-2,XFMR,,161/69,WATERWORKS,T1-A,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,PENN,1964,,13.8,1.67,14.400,,SEALED,OA,425,0,,0,,T1-A,1,0,,
106800,C-00697-5-3,XFMR,,161/69,WATERWORKS,T1-B,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,PENN,1964,,13.8,1.67,14.400,,SEALED,OA,425,0,,0,,T1-B,1,0,,
106802,C-00697-5-1,XFMR,,161/69,WATERWORKS,T1-C,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,PENN,1964,,13.8,1.67,14.400,,SEALED,OA,425,0,,0,,T1-C,1,0,,
106804,E-694045A,XFMR,,161/69,WATERWORKS,T2-A,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,GE,1964,,13.8,1.67,14.400,,SEALED,OA,405,0,,0,,T2-A,1,0,,
106806,E-694045B,XFMR,,161/69,WATERWORKS,T2-B,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,GE,1964,,13.8,1.67,14.400,,SEALED,OA,405,0,,0,,T2-B,1,0,,
106808,E-694045C,XFMR,,161/69,WATERWORKS,T2-C,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,GE,1964,,13.8,1.67,14.400,,SEALED,OA,405,0,,0,,T2-C,1,0,,
00055-1,PGR-94482-00055-1,XFMR,,4kv,WATKINS BAPTIST HOSP,,TRN_IEEE_INC_69KV,OIL,,WESTINGHOUSE,,,,,13.800,,,,438,,,,,,,,,
10049353,998416-2,XFMR,,161/69,WATKINS PARK,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,KUHLMAN,2010,,69,44.8,69.000,,INERT GAS-PRESSURE,OA/FA/FA,6277,0,65,1,,703,1,0,,
10049353,998416-2,LTC,,OLTC,WATKINS PARK,T1,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2010,RMV II,69,44.8,69.000,,DESSICANT-BREATHING,,345,0,,1,,00703TC,1,0,0,
106809,998416-1,XFMR,,161/69,WATKINS PARK,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,KUHLMAN,2010,,69,44.8,69.000,,INERT GAS-PRESSURE,OA/FA/FA,6277,0,,1,7.12,705,1,0,,
106809,998416-1,LTC,,OLTC,WATKINS PARK,T2,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2010,RMV II,69,44.8,69.000,,DESSICANT-BREATHING,,345,0,,1,,00705TC,1,0,0,INSTALLED APRIL 2011
10049354,D-577891,XFMR,,161/69,WATKINS PARK,T3,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1964,,69,44.8,69,,INERT GAS-PRESSURE,OA/FA/FA,8485,0,,1,,T-2,1,0,,
10049354,D-577891,LTC,,OLTC,WATKINS PARK,T3,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1964,LRT 65 D3,69,44.8,69.000,,SEALED,OTHER,465,0,,1,,T-2,1,0,0,REACTOR IS IN THE MAIN TANK IN A BAFFLE. THE REACTOR SAMPLING VALVE IS AT THE BOTTOM OF THE TAPCHANGER CABINET.
10049354,D-577891,OLTC REACTOR,,OLTC,WATKINS PARK,T3,TRN_IEEE_INC_69KV,OIL,,GE,,LRT 45,,,,,,,,,,,,,,,,
108047,960828A001W-WL932A,XFMR,,161/69,WEST,GND-1,TRN_IEEE_INC_69KV,OIL,ZIG ZAG TRANSFORMER,VT,2013,,13.8,,13.800,,SEALED,,423,,,,,,1,0,0,
108048,960828A001W-WL932B,XFMR,,161/69,WEST,GND-2,TRN_IEEE_INC_69KV,OIL,ZIG ZAG TRANSFORMER,VT,2013,,13.8,,13.800,,SEALED,,423,,,,,,1,0,0,
104742,ZKS-7938-1,XFMR,,161/69,WEST,R1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1987,,13.8,74.6,13.800,,INERT GAS-PRESSURE,OA/FA,3312,0,,1,,R-1,1,0,1,
104742,ZKS-7938-1,LTC,,OLTC,WEST,R1,LTC_NONDIVERTER_A,OIL,SubTranLTC,WEST,1987,UTT,13.8,74.6,13.800,,SEALED,,360,0,,1,,R-1,1,0,0,
104743,ZKS-7960-1,XFMR,,161/69,WEST,R2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1978,,13.8,74.6,13.800,,INERT GAS-PRESSURE,OA/FA,3759,0,,1,,R-2,1,0,,
104743,ZKS-7960-1,LTC,,OLTC,WEST,R2,LTC_NONDIVERTER_A,OIL,SubTranLTC,WEST,1978,UTT,13.8,74.6,13.800,,SEALED,,360,0,,1,,R-2,1,0,0,
10049499,9H1016,XFMR,,161/69,WEST,SPARE,TRN_IEEE_INC_69_288KV,OIL,SubTranNonLTC,WAGNER,1977,,161.7,100,161.000,,INERT GAS-PRESSURE,FOA-2 STAGE,71800,0,,0,,SPARE,1,1,,
10049461,9H1019,XFMR,,161/69,WEST,T1-A,TRN_IEEE_INC_69_288KV,OIL,SubTranNonLTC,WAGNER,1977,,161.7,100,161.000,,INERT GAS-PRESSURE,FOA-2 STAGE,9800,0,,0,,T-1A,1,0,,
10049462,9H1018,XFMR,,161/69,WEST,T1-B,TRN_IEEE_INC_69_288KV,OIL,SubTranNonLTC,WAGNER,1977,,161.7,100,161.000,,INERT GAS-PRESSURE,FOA-2 STAGE,71800,0,,0,,T-1B,1,0,,
10049463,9H1017,XFMR,,161/69,WEST,T1-C,TRN_IEEE_INC_69_288KV,OIL,SubTranNonLTC,WAGNER,1977,,161.7,100,161.000,,INERT GAS-PRESSURE,FOA-2 STAGE,71800,0,,0,,T-1C,0,0,,Failed May 2014.
10049458,C-05848-5-1,XFMR,,161/69,WEST,T2-A,TRN_IEEE_INC_69_288KV,OIL,SubTranNonLTC,MCGE,1978,,161.7,100,161.000,,INERT GAS-PRESSURE,FOA-2 STAGE,11245,0,,0,,T-2A,1,0,,
10049459,C-05848-5-2,XFMR,,161/69,WEST,T2-B,TRN_IEEE_INC_69_288KV,OIL,SubTranNonLTC,MCGE,1978,,161.7,100,161.000,,INERT GAS-PRESSURE,FOA-2 STAGE,11245,0,,0,,T-2B,1,0,,
10049460,C-05848-5-3,XFMR,,161/69,WEST,T2-C,TRN_IEEE_INC_69_288KV,OIL,SubTranNonLTC,MCGE,1978,,161.7,100,69.000,,INERT GAS-PRESSURE,FOA-2 STAGE,11245,0,,0,,T-2C,1,0,,
183,6538576,XFMR,,4kv,WHISPERING HILLS,T2,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,WESTINGHOUSE,,,,,13.800,,FREE-BREATHING,,0,0,,1,,,1,0,,
10049464,D-577699,LTC,,OLTC,WHITEBRIDGE RD,T1,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1964,LRT 65 D3,69,44.8,69.000,,SEALED,OTHER,465,0,,1,,T-1,1,0,0,REACTOR IS IN THE MAIN TANK IN A BAFFLE. THE REACTOR SAMPLING VALVE IS AT THE BOTTOM OF THE TAPCHANGER CABINET.
10049464,D-577699,XFMR,,161/69,WHITEBRIDGE RD,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1964,,69,44.8,69.000,,INERT GAS-PRESSURE,OA/FA/FA,8485,0,,1,,T-1,1,0,,
10049464,D-577699,OLTC REACTOR,,OLTC,WHITEBRIDGE RD,T1,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,1964,LRT 65 D3,69-13.8,44.8,69.000,,INERT GAS-PRESSURE,,100,0,,1,,,1,0,,"The reactor is located in the main tank. The sampling valve is usually located at the bottom of the LTC cabinet. Do not sample this routinely, only for fault analysis location."
10049465,D-577698,LTC,,OLTC,WHITEBRIDGE RD,T2,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1964,LRT 65 D3,69,44.8,69.000,,SEALED,OTHER,465,0,,1,,T-2,1,0,0,REACTOR IS IN THE MAIN TANK IN A BAFFLE. THE REACTOR SAMPLING VALVE IS AT THE BOTTOM OF THE TAPCHANGER CABINET.
10049465,D-577698,XFMR,,161/69,WHITEBRIDGE RD,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1964,,69,44.8,69.000,,INERT GAS-PRESSURE,OA/FA/FA,8485,0,,1,,T-2,1,0,,
10049465,D-577698,OLTC REACTOR,,OLTC,WHITEBRIDGE RD,T2,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,1964,LRT 65 D3,69-13.8,44.8,69.000,,INERT GAS-PRESSURE,,100,0,,1,,,1,0,,"The reactor is located in the main tank. The sampling valve is usually located at the bottom of the LTC cabinet. Do not sample this routinely, only for fault analysis location."
10049466,XC57075-1,LTC,,OLTC,WHITES CREEK,T1,LTC_VACUUM_A,OIL,SubTranLTC,WEST,1979,UVW,161.7,67.2,161.700,,DESSICANT-BREATHING,,410,0,,1,,T-1,1,0,0,VACUTAP TAP CHANGER
10049466,XC57075-1,XFMR,,161/69,WHITES CREEK,T1,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,WEST,1979,,161.7,67.2,161.000,,CONSERVATOR/DIAPHRAGM,OA/FA/FOA,12038,0,,1,,T-1,1,0,,
10049569,G1686-03,LTC,,OLTC,WHITES CREEK,T2,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2006,RMV II,161.7,67.2,161.700,,DESSICANT-BREATHING,,345,0,,1,,T-2,1,0,0,
10049569,G1686-03,XFMR,,161/69,WHITES CREEK,T2,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,GE-PROLEC,2006,,161.7,67.2,161.700,,CONSERVATOR/DIAPHRAGM,OA/FA/FA,8584,1,,1,,T-2,1,0,,
10049562,97053693,LTC,,OLTC,WHITES CREEK,T3,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2006,RMV II,161.7,224,161.700,,DESSICANT-BREATHING,,345,0,,1,,T3,1,0,0,
10049562,97053693,XFMR,,161/69,WHITES CREEK,T3,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,PAUWELS,2007,,161.7,224,161.700,,CONSERVATOR/DIAPHRAGM,OA/FA/FA,14480,0,,1,,T3,1,0,,
